Transaction ID,Merchant ID,Amount,Capture Method,Payment Method,Exact Date,Card Number,Card Holder Name,Installments,Card Brand,Issuer Bank,Issuer Country,Transaction Status,Transaction Type,Merchant Category Code (MCC),Currency,Fraud Indicator,Transaction Date,Transaction Time,Merchant City,Merchant State
TX00567,M0567,870.95,ATM,Debit Card,2024-09-30 22:14:01,060432293417,Brian Green,11,Discover,HSBC,USA,Pending,Refund,7354,USD,0,2024-09-30,22:14:01,Moonhaven,Oregon
TX00568,M0568,778.91,Online,Credit Card,2024-12-24 18:34:32,2321237294523010,Ashley Howard DDS,11,American Express,HSBC,USA,Declined,Purchase,1637,GBP,1,2024-12-24,18:34:32,East Patriciamouth,Maine
TX00569,M0569,112.28,Online,Credit Card,2024-11-20 02:13:17,2242551576953869,James Gonzalez,4,Visa,Bank of America,Australia,Approved,Purchase,6366,USD,0,2024-11-20,02:13:17,West Patricktown,Alabama
TX00570,M0570,694.15,POS,Credit Card,2024-11-23 23:53:12,570266030776,Nicole Gilbert,3,American Express,HSBC,UK,Approved,Chargeback,7737,AUD,1,2024-11-23,23:53:12,Annetteburgh,Indiana
TX00571,M0571,884.19,Online,Debit Card,2024-12-27 04:10:45,502041136453,Jose Reed,5,MasterCard,Bank of America,Canada,Approved,Refund,4544,CAD,0,2024-12-27,04:10:45,Sharonton,California
TX00572,M0572,592.98,POS,Credit Card,2024-09-19 14:48:27,30559715235312,Lisa Jones,2,MasterCard,Bank of America,UK,Declined,Refund,2267,USD,0,2024-09-19,14:48:27,Lutzfurt,Florida
TX00573,M0573,55.48,POS,Credit Card,2024-12-11 14:41:12,588208338131,Anita Young,6,Visa,Citibank,UK,Approved,Chargeback,6921,CAD,0,2024-12-11,14:41:12,East David,North Carolina
TX00574,M0574,261.74,POS,Debit Card,2024-09-05 15:34:00,4143541021907186,Janet Sanchez,10,American Express,HSBC,Canada,Approved,Refund,2921,AUD,1,2024-09-05,15:34:00,Shirleyborough,Delaware
TX00575,M0575,230.43,POS,Debit Card,2024-08-28 02:35:57,30123475810614,Tiffany Romero,6,Visa,Bank of America,Australia,Pending,Refund,1302,EUR,1,2024-08-28,02:35:57,New Walter,New Mexico
TX00576,M0576,754.34,ATM,Credit Card,2025-02-12 12:38:49,4355384115733,Adam Ruiz,12,Visa,Citibank,USA,Declined,Chargeback,6182,USD,0,2025-02-12,12:38:49,New Kelly,New York
TX00577,M0577,943.1,POS,Debit Card,2024-05-20 14:44:18,2540921963899562,Melissa Bell MD,1,Discover,HSBC,Australia,Pending,Chargeback,9655,USD,0,2024-05-20,14:44:18,South Jasontown,North Carolina
TX00578,M0578,430.02,POS,Credit Card,2025-02-06 22:25:54,3584863235226601,Edward Bullock,7,Visa,Wells Fargo,Australia,Approved,Refund,6987,AUD,0,2025-02-06,22:25:54,East Elizabethton,Hawaii
TX00579,M0579,20.17,POS,Debit Card,2024-03-23 22:02:03,4714754804272129,Brenda Delgado,11,American Express,HSBC,Canada,Approved,Purchase,4912,USD,1,2024-03-23,22:02:03,Mccarthyburgh,Arkansas
TX00580,M0580,197.2,POS,Credit Card,2024-11-30 22:32:08,586116058452,Benjamin Harris,12,American Express,HSBC,Germany,Declined,Purchase,7624,GBP,1,2024-11-30,22:32:08,Martinfurt,Hawaii
TX00581,M0581,597.16,ATM,Credit Card,2025-01-07 03:34:27,4986240034054,Joseph Simmons,9,MasterCard,Bank of America,Australia,Approved,Purchase,4392,CAD,1,2025-01-07,03:34:27,West Gary,Indiana
TX00582,M0582,949.54,POS,Debit Card,2025-03-06 16:42:25,30289221174330,Charles Ramos,11,American Express,HSBC,UK,Pending,Purchase,9214,EUR,1,2025-03-06,16:42:25,Abbotthaven,North Dakota
TX00583,M0583,993.11,Online,Credit Card,2024-11-11 11:39:17,5447242601625484,Jeffrey Davis III,2,American Express,Bank of America,USA,Pending,Purchase,2509,USD,0,2024-11-11,11:39:17,Port Erikaland,Wyoming
TX00584,M0584,405.37,POS,Debit Card,2024-10-22 21:22:38,4433666507453220,Katie Daniel,11,American Express,HSBC,Australia,Approved,Chargeback,8268,EUR,0,2024-10-22,21:22:38,Torresberg,Florida
TX00585,M0585,880.0,POS,Debit Card,2024-10-19 23:17:26,3525683666238996,Martin Smith,7,American Express,Wells Fargo,Canada,Approved,Refund,8190,EUR,1,2024-10-19,23:17:26,Villaburgh,Alabama
TX00586,M0586,487.86,POS,Credit Card,2024-08-09 22:31:13,6011662505471996,Jocelyn Smith,1,American Express,Wells Fargo,Germany,Declined,Purchase,1137,CAD,0,2024-08-09,22:31:13,Julianborough,Texas
TX00587,M0587,368.4,POS,Credit Card,2024-07-10 21:24:18,4950994914994,Bradley Dean,5,American Express,Chase,USA,Approved,Chargeback,3647,AUD,1,2024-07-10,21:24:18,North Madisonborough,North Carolina
TX00588,M0588,294.57,ATM,Credit Card,2024-07-04 10:29:20,213114634107447,Christopher Bond,6,Discover,Wells Fargo,USA,Approved,Refund,9871,AUD,0,2024-07-04,10:29:20,Josemouth,Oregon
TX00589,M0589,240.57,Online,Credit Card,2024-10-13 23:17:43,213188574164733,Charles Le,8,Visa,HSBC,Australia,Declined,Refund,8212,AUD,1,2024-10-13,23:17:43,East Denise,New York
TX00590,M0590,756.61,POS,Credit Card,2024-06-16 14:24:19,3588271944327247,Paige Elliott,3,MasterCard,Chase,UK,Pending,Refund,8995,EUR,1,2024-06-16,14:24:19,East Andrea,West Virginia
TX00591,M0591,31.57,ATM,Debit Card,2024-12-19 08:05:16,3581407832407496,Leslie Franklin,1,Discover,HSBC,UK,Pending,Refund,4716,AUD,0,2024-12-19,08:05:16,New Scott,New Mexico
TX00592,M0592,902.6,ATM,Debit Card,2024-08-19 17:03:03,343179112472442,Susan Copeland,7,Visa,Bank of America,Canada,Declined,Refund,5144,GBP,0,2024-08-19,17:03:03,Christineshire,Connecticut
TX00593,M0593,46.21,Online,Credit Card,2025-03-07 20:45:36,30186338734065,Misty Larson,1,American Express,Citibank,USA,Declined,Refund,8835,AUD,1,2025-03-07,20:45:36,East Chloehaven,West Virginia
TX00594,M0594,209.79,ATM,Credit Card,2024-06-26 12:08:21,180058576307318,Alicia Campbell,4,Discover,HSBC,Australia,Declined,Refund,8189,EUR,0,2024-06-26,12:08:21,East Bryanport,Hawaii
TX00595,M0595,346.55,Online,Credit Card,2024-07-12 00:26:25,2481064494545809,Daniel Vega,11,Visa,Wells Fargo,Germany,Approved,Chargeback,2702,USD,1,2024-07-12,00:26:25,East Amandafurt,Nebraska
TX00596,M0596,428.4,ATM,Credit Card,2024-04-05 10:50:59,3579948166047295,Karen Johnson,3,American Express,Wells Fargo,Australia,Pending,Refund,8265,AUD,1,2024-04-05,10:50:59,Martinland,Tennessee
TX00597,M0597,60.55,Online,Debit Card,2025-01-31 22:30:09,3577194715806624,Daniel Burton,11,American Express,Chase,Germany,Pending,Chargeback,1861,USD,0,2025-01-31,22:30:09,Shannonfurt,Idaho
TX00598,M0598,873.31,POS,Debit Card,2024-08-19 15:33:24,213157763522365,Sharon Lee,12,Visa,Bank of America,USA,Declined,Refund,1737,CAD,0,2024-08-19,15:33:24,Johnsonshire,Illinois
TX00599,M0599,505.94,ATM,Credit Card,2024-08-07 10:30:08,060452500998,Jennifer Johnson,4,Visa,Citibank,USA,Approved,Purchase,3456,USD,1,2024-08-07,10:30:08,Brianchester,North Dakota
TX00600,M0600,735.18,ATM,Debit Card,2024-07-28 23:23:50,6541075634799519,Hector Jones,5,MasterCard,Wells Fargo,Canada,Approved,Chargeback,8467,GBP,0,2024-07-28,23:23:50,Robertmouth,Oregon
TX00601,M0601,572.02,ATM,Credit Card,2024-04-22 06:21:41,371952324438293,Megan Vasquez,11,MasterCard,Wells Fargo,Australia,Pending,Refund,2946,GBP,1,2024-04-22,06:21:41,Hamiltonfort,Wisconsin
TX00602,M0602,95.23,Online,Credit Card,2024-11-12 02:51:09,180044003509338,Maria Hernandez,8,Visa,Bank of America,UK,Declined,Chargeback,9193,AUD,0,2024-11-12,02:51:09,Dakotatown,Minnesota
TX00603,M0603,533.99,POS,Debit Card,2024-06-26 06:03:59,4670350616603577,Theresa Meyers,2,Discover,Wells Fargo,Germany,Approved,Refund,1095,AUD,0,2024-06-26,06:03:59,Danielstad,Arkansas
TX00604,M0604,827.98,Online,Debit Card,2024-03-23 04:04:07,4869197234665916070,Caitlin Fuller,12,Visa,Citibank,UK,Pending,Chargeback,6848,AUD,0,2024-03-23,04:04:07,West Taraburgh,New Mexico
TX00605,M0605,467.11,ATM,Credit Card,2025-03-05 21:04:25,371946086853103,Michael Hunter,3,Visa,Citibank,USA,Pending,Purchase,1593,GBP,0,2025-03-05,21:04:25,Karenhaven,Washington
TX00606,M0606,404.83,POS,Debit Card,2024-10-25 18:45:29,676373421178,Nathaniel Reed,10,Discover,HSBC,Australia,Declined,Purchase,7300,GBP,0,2024-10-25,18:45:29,Lake Brandon,Kentucky
TX00607,M0607,202.19,ATM,Credit Card,2025-01-21 04:05:47,4552871172039230,Samuel Cervantes,7,American Express,Bank of America,Germany,Approved,Refund,4684,EUR,1,2025-01-21,04:05:47,Lake Lauraview,Washington
TX00608,M0608,807.06,ATM,Debit Card,2024-05-02 01:03:17,4395411644098687,Roger Bryant,5,MasterCard,Citibank,USA,Declined,Purchase,8661,CAD,1,2024-05-02,01:03:17,East Chrisberg,New Hampshire
TX00609,M0609,845.76,ATM,Credit Card,2024-03-23 10:59:19,30369017859284,Tara Webb,6,American Express,Bank of America,Australia,Declined,Chargeback,6614,EUR,0,2024-03-23,10:59:19,Molinabury,Illinois
TX00610,M0610,222.97,ATM,Debit Card,2025-02-15 22:35:32,502077017452,Julie Collins,8,Visa,HSBC,USA,Approved,Refund,3785,AUD,0,2025-02-15,22:35:32,Port Robertberg,Massachusetts
TX00611,M0611,482.41,ATM,Credit Card,2024-03-25 09:11:31,348857973819687,Cheryl King,1,Visa,Chase,Canada,Declined,Refund,7081,GBP,1,2024-03-25,09:11:31,Geraldville,New Jersey
TX00612,M0612,421.9,ATM,Debit Card,2025-01-03 00:53:52,6011453440976947,Stephanie Rivera,3,Discover,Citibank,UK,Approved,Purchase,5111,USD,0,2025-01-03,00:53:52,Wilsonport,Kansas
TX00613,M0613,122.61,POS,Credit Card,2024-08-05 06:58:19,372550951513930,Annette Clark,5,MasterCard,Citibank,Germany,Pending,Refund,9694,USD,0,2024-08-05,06:58:19,Staceytown,Utah
TX00614,M0614,151.39,Online,Debit Card,2024-08-22 18:47:48,38276105057907,Robert Fuller,12,American Express,Bank of America,Germany,Pending,Purchase,3397,EUR,0,2024-08-22,18:47:48,Lake Mariaview,Hawaii
TX00615,M0615,676.53,ATM,Credit Card,2025-02-24 04:24:56,585074919200,Mark Santos,11,Discover,Citibank,USA,Approved,Chargeback,4905,USD,1,2025-02-24,04:24:56,Huntton,Florida
TX00616,M0616,983.14,POS,Debit Card,2024-12-06 17:57:18,4886905334024024,Michael Alexander,10,MasterCard,Citibank,USA,Declined,Chargeback,5800,EUR,0,2024-12-06,17:57:18,West Michelle,Florida
TX00617,M0617,497.13,Online,Debit Card,2024-09-19 01:23:27,213185424314047,Timothy Dennis,12,MasterCard,Chase,Australia,Declined,Chargeback,5863,GBP,1,2024-09-19,01:23:27,West Melanie,Pennsylvania
TX00618,M0618,563.68,ATM,Debit Card,2024-09-15 02:01:30,6599394819745457,David Eaton,10,American Express,Citibank,Germany,Pending,Chargeback,1643,EUR,1,2024-09-15,02:01:30,Michaelland,Idaho
TX00619,M0619,813.35,Online,Credit Card,2024-04-12 06:23:02,2686605883842786,William Dominguez,5,American Express,HSBC,Canada,Declined,Purchase,3418,AUD,1,2024-04-12,06:23:02,Millerborough,Kansas
TX00620,M0620,773.49,Online,Debit Card,2024-12-05 10:08:24,3530960613812302,Timothy Durham,9,Discover,Citibank,Canada,Approved,Refund,9209,GBP,0,2024-12-05,10:08:24,Tammyshire,Montana
TX00621,M0621,538.04,ATM,Debit Card,2025-02-13 15:43:26,3518709486727667,Lisa Williamson,6,American Express,Bank of America,Australia,Pending,Chargeback,7156,EUR,1,2025-02-13,15:43:26,Port William,Wisconsin
TX00622,M0622,290.64,POS,Debit Card,2024-05-18 00:55:12,4103173977012396675,Daniel Le,4,Visa,Bank of America,Australia,Pending,Chargeback,6315,GBP,0,2024-05-18,00:55:12,Sergiostad,Rhode Island
TX00623,M0623,637.77,POS,Debit Card,2025-01-14 02:49:15,4411556004831,April Lozano,11,MasterCard,Chase,Australia,Pending,Purchase,2720,EUR,0,2025-01-14,02:49:15,West Lori,Florida
TX00624,M0624,675.02,POS,Debit Card,2024-04-22 18:28:08,630444875318,Kaylee Henderson,12,American Express,Chase,USA,Declined,Refund,3207,CAD,1,2024-04-22,18:28:08,Port Tony,North Carolina
TX00625,M0625,560.93,Online,Debit Card,2024-05-07 01:10:41,3535748929425827,Melissa Hall,9,Discover,Bank of America,Australia,Pending,Refund,6100,EUR,1,2024-05-07,01:10:41,South Nicole,Delaware
TX00626,M0626,234.1,ATM,Debit Card,2024-11-02 16:38:14,4494388632199232,Billy Hanson,11,MasterCard,Wells Fargo,Australia,Declined,Refund,8330,GBP,0,2024-11-02,16:38:14,Lake Kevin,Maine
TX00627,M0627,950.62,Online,Credit Card,2024-04-16 04:54:26,3541284321037061,Amy White,8,American Express,HSBC,UK,Declined,Chargeback,9688,AUD,1,2024-04-16,04:54:26,Phillipsstad,Minnesota
TX00628,M0628,141.24,Online,Debit Card,2024-05-16 13:15:02,3549105306791319,Rhonda Martin,10,Discover,Wells Fargo,UK,Pending,Purchase,1531,CAD,0,2024-05-16,13:15:02,Heidihaven,New Mexico
TX00629,M0629,414.26,Online,Debit Card,2025-03-03 23:20:07,374889828298061,Derek Nelson,6,American Express,Citibank,Australia,Pending,Purchase,6186,CAD,0,2025-03-03,23:20:07,Port Kayla,Delaware
TX00630,M0630,52.32,Online,Debit Card,2024-05-22 18:23:12,3526101896488033,Kyle Russell,1,MasterCard,Wells Fargo,Canada,Approved,Refund,7046,GBP,0,2024-05-22,18:23:12,Port Colleen,Hawaii
TX00631,M0631,555.64,Online,Debit Card,2024-03-16 23:45:18,36195532967136,Teresa Salas,1,Visa,Bank of America,Australia,Declined,Purchase,8759,GBP,1,2024-03-16,23:45:18,Andrewburgh,Massachusetts
TX00632,M0632,991.11,POS,Credit Card,2025-03-06 19:15:25,340834649688828,Faith Estes,3,MasterCard,Chase,Canada,Declined,Refund,8110,CAD,1,2025-03-06,19:15:25,Lake Deborah,Rhode Island
TX00633,M0633,562.67,ATM,Credit Card,2024-04-19 03:53:34,4987425689213421747,Deborah Cruz,4,American Express,Citibank,Germany,Pending,Refund,1030,CAD,1,2024-04-19,03:53:34,Washingtontown,Oklahoma
TX00634,M0634,775.37,Online,Credit Card,2024-06-25 08:23:49,180014189242533,Linda Bryant,4,MasterCard,HSBC,USA,Approved,Refund,7045,AUD,1,2024-06-25,08:23:49,East Amy,Nevada
TX00635,M0635,954.53,POS,Debit Card,2024-06-15 23:22:05,060405836184,Lauren Williams,10,Visa,HSBC,UK,Pending,Refund,8863,GBP,1,2024-06-15,23:22:05,Lake Amanda,Georgia
TX00636,M0636,434.04,ATM,Debit Card,2025-02-15 23:57:40,345746267560722,Debra Hall,8,MasterCard,Citibank,UK,Approved,Chargeback,3121,EUR,1,2025-02-15,23:57:40,Port Kimberly,Texas
TX00637,M0637,381.09,POS,Credit Card,2024-08-11 19:51:46,501847028302,Jason Herman,5,Discover,Chase,UK,Pending,Chargeback,2433,AUD,1,2024-08-11,19:51:46,Lake Shawn,Kentucky
TX00638,M0638,94.3,ATM,Debit Card,2024-08-03 05:32:27,38183064896723,Angel Brooks,4,American Express,Wells Fargo,Germany,Pending,Refund,6668,AUD,0,2024-08-03,05:32:27,South Samuelfurt,New York
TX00639,M0639,570.61,POS,Credit Card,2024-09-11 23:39:01,2243305826443737,Ashley Ochoa,3,MasterCard,HSBC,Canada,Approved,Purchase,2875,CAD,0,2024-09-11,23:39:01,Alexashire,South Carolina
TX00640,M0640,197.81,Online,Credit Card,2024-03-26 06:52:30,343583364020512,Rose Ho,7,Discover,Chase,Australia,Pending,Refund,9742,AUD,0,2024-03-26,06:52:30,Littlefort,Pennsylvania
TX00641,M0641,783.71,ATM,Credit Card,2025-01-17 20:56:15,374860605062848,Randall Olson,1,Visa,HSBC,Canada,Pending,Chargeback,5185,USD,1,2025-01-17,20:56:15,Jamieland,Connecticut
TX00642,M0642,220.19,POS,Credit Card,2024-11-07 21:55:38,3564025114090227,Isaac Buchanan,6,MasterCard,HSBC,Germany,Approved,Chargeback,2980,CAD,1,2024-11-07,21:55:38,Eduardofurt,Delaware
TX00643,M0643,284.64,ATM,Debit Card,2024-04-12 00:45:17,6011549875758294,Susan Watts,5,MasterCard,Wells Fargo,Germany,Declined,Purchase,2586,GBP,0,2024-04-12,00:45:17,East Nicole,Massachusetts
TX00644,M0644,419.46,POS,Debit Card,2024-11-20 21:21:59,2225006188499307,Natalie Whitehead,11,Discover,Citibank,Germany,Declined,Refund,8218,GBP,0,2024-11-20,21:21:59,Williamfort,Louisiana
TX00645,M0645,822.72,Online,Credit Card,2024-10-05 10:10:12,370606551618511,Kevin Tran,11,American Express,HSBC,Canada,Declined,Purchase,6298,GBP,1,2024-10-05,10:10:12,East Mirandatown,New York
TX00646,M0646,754.56,ATM,Credit Card,2024-05-21 08:48:42,4690712114696476,Denise Parks,11,American Express,Citibank,UK,Declined,Refund,6324,GBP,0,2024-05-21,08:48:42,Jesusberg,Missouri
TX00647,M0647,272.73,POS,Debit Card,2024-05-11 02:15:49,4333766082201,Penny Logan,12,American Express,HSBC,Canada,Declined,Refund,9327,AUD,1,2024-05-11,02:15:49,North Ericville,Vermont
TX00648,M0648,89.01,POS,Credit Card,2024-06-24 21:23:43,4277963972005,Scott Jenkins,4,Visa,Bank of America,Germany,Pending,Chargeback,2435,CAD,0,2024-06-24,21:23:43,North Nicholasstad,Illinois
TX00649,M0649,955.13,POS,Debit Card,2024-09-27 10:19:33,2287349855276110,Casey Thomas,2,MasterCard,Citibank,USA,Approved,Refund,5957,AUD,1,2024-09-27,10:19:33,New Kennethhaven,Missouri
TX00650,M0650,377.04,POS,Credit Card,2024-08-02 00:29:30,36658781307031,Megan Campos,11,Discover,HSBC,Australia,Declined,Chargeback,5254,USD,1,2024-08-02,00:29:30,Christinebury,Tennessee
TX00651,M0651,385.35,ATM,Debit Card,2024-03-15 05:25:13,2242136262426329,Ashley Wolf,10,American Express,Bank of America,USA,Approved,Refund,6255,GBP,0,2024-03-15,05:25:13,Lewisbury,Oregon
TX00652,M0652,283.84,Online,Debit Card,2024-08-11 21:45:53,346529221087787,Melissa Goodman,10,Discover,Chase,Australia,Pending,Refund,1134,GBP,0,2024-08-11,21:45:53,East Marktown,Connecticut
TX00653,M0653,203.14,Online,Credit Card,2024-04-23 06:06:51,3593916338699204,Michele Washington,12,American Express,HSBC,UK,Approved,Refund,8710,CAD,0,2024-04-23,06:06:51,East Jason,Wisconsin
TX00654,M0654,818.5,Online,Debit Card,2024-10-02 07:53:16,30295954929378,Melissa Wood,3,Discover,Chase,Canada,Pending,Chargeback,6561,USD,1,2024-10-02,07:53:16,Lopezshire,Massachusetts
TX00655,M0655,644.14,Online,Credit Card,2024-04-29 09:00:57,3522969272234195,Billy Wilson,5,MasterCard,Citibank,Australia,Approved,Purchase,6921,CAD,0,2024-04-29,09:00:57,Pattonton,Colorado
TX00656,M0656,247.64,ATM,Debit Card,2024-11-24 06:14:25,4507802968116714,Bryan Daniel,4,Visa,Chase,Germany,Approved,Chargeback,9586,EUR,0,2024-11-24,06:14:25,Port Dawn,Nebraska
TX00657,M0657,957.59,POS,Credit Card,2024-05-19 12:12:59,675939565882,George Cuevas,8,American Express,Citibank,Germany,Pending,Chargeback,6301,CAD,1,2024-05-19,12:12:59,South Tracyshire,Indiana
TX00658,M0658,970.81,ATM,Credit Card,2024-08-08 07:56:08,4110791994132152505,Carol Weber,5,MasterCard,Wells Fargo,UK,Pending,Chargeback,1950,USD,0,2024-08-08,07:56:08,Port Valerieshire,Tennessee
TX00659,M0659,463.92,POS,Credit Card,2024-07-14 09:50:12,4164239121177651,William Peterson,4,Visa,Citibank,Australia,Approved,Purchase,7533,EUR,1,2024-07-14,09:50:12,South Davidbury,Delaware
TX00660,M0660,471.73,POS,Debit Card,2025-01-20 23:15:44,4620837303867953,Michael Parker,9,MasterCard,Chase,Canada,Pending,Chargeback,6768,CAD,0,2025-01-20,23:15:44,New Jonathan,Arizona
TX00661,M0661,342.93,POS,Credit Card,2024-05-31 10:03:14,346641066320163,Kaylee Robertson,9,Discover,Chase,Australia,Declined,Chargeback,5676,EUR,0,2024-05-31,10:03:14,Rileybury,Illinois
TX00662,M0662,231.91,ATM,Credit Card,2024-08-29 08:41:04,2261804762282866,Oscar Graves DDS,7,MasterCard,Chase,Germany,Pending,Chargeback,8743,CAD,1,2024-08-29,08:41:04,Karenburgh,Massachusetts
TX00663,M0663,16.25,POS,Debit Card,2024-03-20 18:26:08,3538859563469828,Jennifer Johnston,1,Discover,Wells Fargo,Canada,Approved,Purchase,5703,AUD,1,2024-03-20,18:26:08,South Jamesmouth,Minnesota
TX00664,M0664,536.87,ATM,Debit Card,2024-10-21 11:46:18,4451268654952,Jeffrey Davies,6,American Express,Citibank,UK,Declined,Chargeback,2154,AUD,0,2024-10-21,11:46:18,North Matthewstad,Arkansas
TX00665,M0665,272.94,ATM,Credit Card,2024-07-17 16:16:15,340282154663689,Corey Hamilton,4,Visa,HSBC,Germany,Pending,Chargeback,7893,GBP,0,2024-07-17,16:16:15,South Adrienne,South Dakota
TX00666,M0666,875.05,ATM,Debit Card,2024-12-05 08:35:23,4801307639089339826,Danielle Johnson,4,American Express,Citibank,Canada,Pending,Chargeback,9889,EUR,1,2024-12-05,08:35:23,Heatherstad,Idaho
TX00667,M0667,991.36,Online,Credit Card,2024-06-20 14:03:56,4202148563253172215,Beth Greene,2,American Express,Bank of America,UK,Pending,Purchase,1112,AUD,1,2024-06-20,14:03:56,Carolynborough,Wyoming
TX00668,M0668,844.18,Online,Debit Card,2024-10-24 12:05:45,4791158381080556,Danielle Carlson,10,American Express,Chase,Germany,Approved,Refund,1742,CAD,0,2024-10-24,12:05:45,Hoside,Ohio
TX00669,M0669,144.71,Online,Credit Card,2024-07-24 14:44:44,575783397988,John Medina,9,American Express,Chase,USA,Approved,Refund,7885,CAD,1,2024-07-24,14:44:44,South Kyle,Oregon
TX00670,M0670,626.79,POS,Debit Card,2024-12-25 01:59:38,4297874508091515950,Elizabeth Levy,4,American Express,Wells Fargo,UK,Approved,Purchase,4865,AUD,0,2024-12-25,01:59:38,Ethanville,Washington
TX00671,M0671,577.27,POS,Credit Card,2024-05-15 06:36:58,4286549595007124,Robert Ward,1,American Express,Bank of America,USA,Declined,Purchase,1492,USD,1,2024-05-15,06:36:58,North Jenniferfort,North Dakota
TX00672,M0672,95.83,ATM,Credit Card,2024-07-21 22:55:05,3585161833172874,Joel Jones,8,Discover,HSBC,Canada,Declined,Purchase,7262,CAD,1,2024-07-21,22:55:05,Josephborough,Hawaii
TX00673,M0673,922.17,Online,Debit Card,2024-03-28 00:34:41,4941646272992078,Lisa Maynard,11,Discover,HSBC,UK,Pending,Refund,1672,EUR,0,2024-03-28,00:34:41,South Crystal,Indiana
TX00674,M0674,135.17,POS,Credit Card,2024-08-01 07:05:15,676173359073,Angela Sanders,12,MasterCard,Bank of America,Germany,Declined,Purchase,6921,EUR,0,2024-08-01,07:05:15,Port Maryhaven,Texas
TX00675,M0675,704.3,Online,Debit Card,2025-01-21 18:30:43,30526634650731,Travis Sandoval,12,MasterCard,Bank of America,Germany,Pending,Chargeback,7801,AUD,0,2025-01-21,18:30:43,Romerofort,Illinois
TX00676,M0676,664.18,POS,Debit Card,2024-12-21 09:54:23,3503031520324121,Nancy Anderson,5,American Express,Wells Fargo,Canada,Declined,Chargeback,6922,USD,1,2024-12-21,09:54:23,Stephensport,Iowa
TX00677,M0677,393.47,Online,Debit Card,2024-03-25 20:30:49,180091712614313,Matthew Joyce,7,American Express,Citibank,USA,Declined,Chargeback,2727,CAD,1,2024-03-25,20:30:49,Youngfurt,Maine
TX00678,M0678,140.38,POS,Credit Card,2024-12-07 23:32:55,4807665426700,David Russell,2,Visa,Chase,USA,Approved,Chargeback,6534,GBP,0,2024-12-07,23:32:55,Cooperport,Michigan
TX00679,M0679,269.57,ATM,Credit Card,2024-12-10 03:57:38,374049116094561,Logan Jordan,4,Visa,Citibank,Australia,Approved,Refund,9780,GBP,1,2024-12-10,03:57:38,East Douglasside,Oklahoma
TX00680,M0680,458.37,ATM,Credit Card,2024-05-04 08:52:36,3558412571012720,Tyler Wagner,12,American Express,Chase,UK,Approved,Purchase,2092,AUD,0,2024-05-04,08:52:36,West Anaside,Hawaii
TX00681,M0681,312.11,POS,Credit Card,2024-11-21 12:32:22,6011615734145070,Michael Smith,5,MasterCard,Wells Fargo,Germany,Approved,Refund,2632,EUR,0,2024-11-21,12:32:22,West Jeffery,California
TX00682,M0682,453.32,ATM,Credit Card,2024-06-23 02:22:06,180044749545224,James Marshall,8,MasterCard,Chase,UK,Pending,Chargeback,9993,GBP,1,2024-06-23,02:22:06,North Michaelmouth,New York
TX00683,M0683,593.89,Online,Debit Card,2024-10-06 04:06:33,3530634383669883,George Stout,11,MasterCard,Citibank,USA,Approved,Chargeback,4834,AUD,1,2024-10-06,04:06:33,West Nancyfort,Georgia
TX00684,M0684,245.16,ATM,Debit Card,2024-03-23 07:37:28,3591368679377143,Johnny Ashley,11,MasterCard,Citibank,Germany,Approved,Refund,1708,USD,1,2024-03-23,07:37:28,Markside,Hawaii
TX00685,M0685,992.48,ATM,Debit Card,2024-12-05 09:53:00,180093074650877,Heather Fox,9,American Express,Bank of America,Germany,Declined,Chargeback,8808,AUD,0,2024-12-05,09:53:00,New Joshuafurt,Idaho
TX00686,M0686,256.41,Online,Credit Card,2024-04-29 04:14:36,4654691737071636,Angela James,3,MasterCard,Bank of America,UK,Pending,Refund,8988,GBP,1,2024-04-29,04:14:36,Youngshire,Nevada
TX00687,M0687,172.86,ATM,Debit Card,2024-07-25 04:20:30,30316323733166,Aaron Tyler,2,Discover,HSBC,USA,Approved,Chargeback,1754,USD,1,2024-07-25,04:20:30,Lunamouth,New Hampshire
TX00688,M0688,46.45,ATM,Debit Card,2024-11-13 08:01:57,2261283914673258,Lindsey Fuentes,8,Discover,Wells Fargo,Australia,Approved,Chargeback,7970,GBP,0,2024-11-13,08:01:57,Murphyshire,Illinois
TX00689,M0689,834.98,ATM,Credit Card,2025-01-29 14:24:04,180080897696765,Wendy Estrada,11,Discover,HSBC,Canada,Approved,Purchase,5333,GBP,0,2025-01-29,14:24:04,Stevenmouth,Hawaii
TX00690,M0690,853.35,POS,Debit Card,2024-07-22 20:32:06,30018785184272,Amy Carter,3,MasterCard,HSBC,Australia,Pending,Chargeback,9547,USD,1,2024-07-22,20:32:06,West Thomasland,Wisconsin
TX00691,M0691,692.27,ATM,Credit Card,2024-10-18 02:02:08,36933157796244,Cristian Fuller,5,MasterCard,Chase,Australia,Declined,Chargeback,7702,CAD,1,2024-10-18,02:02:08,North Nicholas,Iowa
TX00692,M0692,229.17,POS,Credit Card,2024-04-01 20:59:29,30448496830774,Ryan Burton,11,Discover,Citibank,UK,Declined,Purchase,2640,EUR,1,2024-04-01,20:59:29,Pollardborough,Tennessee
TX00693,M0693,134.28,POS,Debit Card,2024-08-04 01:41:50,4398598617186080,Daniel Kim,8,Visa,Wells Fargo,Australia,Approved,Chargeback,4547,EUR,0,2024-08-04,01:41:50,North Jason,Virginia
